V4,V5,C_ALPHAN,V32
EE-Estonia,EE-Estonia,EE,Strongly agree
FI-Finland,FI-Finland,FI,Disagree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Disagree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Disagree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Neither agree nor disagree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Disagree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Neither agree nor disagree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Neither agree nor disagree
FI-Finland,FI-Finland,FI,Neither agree nor disagree
FI-Finland,FI-Finland,FI,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Disagree
FR-France,FR-France,FR,Neither agree nor disagree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Disagree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,NA
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Neither agree nor disagree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Neither agree nor disagree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Disagree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Neither agree nor disagree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Neither agree nor disagree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IS-Iceland,IS-Iceland,IS,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Disagree
IL-Israel,IL-Israel,IL,Disagree
IL-Israel,IL-Israel,IL,Neither agree nor disagree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Neither agree nor disagree
IL-Israel,IL-Israel,IL,Neither agree nor disagree
IL-Israel,IL-Israel,IL,Neither agree nor disagree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Agree
IL-Israel,IL-Israel,IL,Agree
IL-Israel,IL-Israel,IL,Agree
IL-Israel,IL-Israel,IL,Agree
IL-Israel,IL-Israel,IL,Agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Neither agree nor disagree
IL-Israel,IL-Israel,IL,Disagree
IL-Israel,IL-Israel,IL,Disagree
IL-Israel,IL-Israel,IL,Neither agree nor disagree
IT-Italy,IT-Italy,IT,Agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Neither agree nor disagree
IT-Italy,IT-Italy,IT,Strongly agree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Disagree
JP-Japan,JP-Japan,JP,Neither agree nor disagree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Neither agree nor disagree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Neither agree nor disagree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Neither agree nor disagree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Strongly disagree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Neither agree nor disagree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Neither agree nor disagree
KR-South Korea,KR-South Korea,KR,Agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Neither agree nor disagree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Disagree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Neither agree nor disagree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Strongly agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Strongly agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Strongly agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Neither agree nor disagree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,NA
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Agree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Strongly disagree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PH-Philippines,PH-Philippines,PH,Disagree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PH-Philippines,PH-Philippines,PH,Disagree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Disagree
PH-Philippines,PH-Philippines,PH,Disagree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Strongly disagree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Disagree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Disagree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Agree
PT-Portugal,PT-Portugal,PT,Neither agree nor disagree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Agree
RU-Russia,RU-Russia,RU,Disagree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Neither agree nor disagree
RU-Russia,RU-Russia,RU,Strongly disagree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Neither agree nor disagree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Neither agree nor disagree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Neither agree nor disagree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Neither agree nor disagree
ZA-South Africa,ZA-South Africa,ZA,Neither agree nor disagree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Neither agree nor disagree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Neither agree nor disagree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Neither agree nor disagree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ZA-South Africa,ZA-South Africa,ZA,Strongly agree
ZA-South Africa,ZA-South Africa,ZA,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Neither agree nor disagree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Neither agree nor disagree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Strongly agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
ES-Spain,ES-Spain,ES,Agree
SE-Sweden,SE-Sweden,SE,Neither agree nor disagree
SE-Sweden,SE-Sweden,SE,Disagree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Disagree
SE-Sweden,SE-Sweden,SE,Disagree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Disagree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Disagree
SE-Sweden,SE-Sweden,SE,Strongly disagree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Neither agree nor disagree
SE-Sweden,SE-Sweden,SE,Neither agree nor disagree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Neither agree nor disagree
SE-Sweden,SE-Sweden,SE,Neither agree nor disagree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Neither agree nor disagree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,Strongly agree
SE-Sweden,SE-Sweden,SE,NA
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Disagree
CH-Switzerland,CH-Switzerland,CH,Strongly agree
CH-Switzerland,CH-Switzerland,CH,Agree
CH-Switzerland,CH-Switzerland,CH,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Neither agree nor disagree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Neither agree nor disagree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Strongly agree
TR-Turkey,TR-Turkey,TR,Agree
